,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
304,DisGeNET,"Epilepsy, Cryptogenic",1/63,0.0156525100040084,0.0448293378623574,0,0,80.375,334.1288407937727,ABCB1
305,DisGeNET,Viral hepatitis,1/63,0.0156525100040084,0.0448293378623574,0,0,80.375,334.1288407937727,ABCB1
306,DisGeNET,Monocytic leukemia,1/63,0.0156525100040084,0.0448293378623574,0,0,80.375,334.1288407937727,ABCB1
307,DisGeNET,Uterine Cancer,1/64,0.0158993733235186,0.0449309821962225,0,0,79.0952380952381,327.57099739379095,ABCB1
308,DisGeNET,Cytogenetically normal acute myeloid leukemia,1/64,0.0158993733235186,0.0449309821962225,0,0,79.0952380952381,327.57099739379095,ABCB1
310,DisGeNET,Lymphocytosis,1/65,0.0161461871258954,0.0449309821962225,0,0,77.85546875,321.23721893054926,KIR2DL3
311,DisGeNET,Limitation of joint mobility,1/65,0.0161461871258954,0.0449309821962225,0,0,77.85546875,321.23721893054926,CD247
312,DisGeNET,Proliferative vitreoretinopathy,1/66,0.0163929514126727,0.0449309821962225,0,0,76.65384615384616,315.11658961920176,ABCB1
313,DisGeNET,Oxyphilic Adenoma,1/67,0.0166396661964726,0.0449309821962225,0,0,75.48863636363636,309.1988806923386,ABCB1
314,DisGeNET,Metastatic Renal Cell Cancer,1/67,0.0166396661964726,0.0449309821962225,0,0,75.48863636363636,309.1988806923386,ABCB1
315,DisGeNET,Multiple Chronic Conditions,1/67,0.0166396661964726,0.0449309821962225,0,0,75.48863636363636,309.1988806923386,ABCB1
316,DisGeNET,Joint swelling,1/67,0.0166396661964726,0.0449309821962225,0,0,75.48863636363636,309.1988806923386,CD247
317,DisGeNET,Cervical Adenocarcinoma,1/67,0.0166396661964726,0.0449309821962225,0,0,75.48863636363636,309.1988806923386,ABCB1
318,DisGeNET,Undifferentiated leukemia,1/68,0.016886331477543,0.0449309821962225,0,0,74.35820895522389,303.4744977483959,ABCB1
319,DisGeNET,Angle class 2 malocclusion,1/68,0.016886331477543,0.0449309821962225,0,0,74.35820895522389,303.4744977483959,CD247
320,DisGeNET,Angle class 3 malocclusion,1/68,0.016886331477543,0.0449309821962225,0,0,74.35820895522389,303.4744977483959,CD247
321,DisGeNET,"Status Epilepticus, Subclinical",1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
322,DisGeNET,Complex Partial Status Epilepticus,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
323,DisGeNET,Mucoepidermoid Carcinoma,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
324,DisGeNET,Simple Partial Status Epilepticus,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
325,DisGeNET,Grand Mal Status Epilepticus,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
326,DisGeNET,Non-Convulsive Status Epilepticus,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
327,DisGeNET,hiv-infection/aids,1/69,0.0171329472693099,0.0449309821962225,0,0,73.26102941176471,297.9344326341269,ABCB1
328,DisGeNET,Ovarian adenocarcinoma,1/70,0.0173795135752015,0.0451364621763675,0,0,72.19565217391305,292.57021981956115,ABCB1
329,DisGeNET,Benign Neoplasm,1/70,0.0173795135752015,0.0451364621763675,0,0,72.19565217391305,292.57021981956115,ABCB1
331,DisGeNET,Tracheal Diseases,1/71,0.017626030405779,0.0451364621763675,0,0,71.16071428571429,287.37389642812474,DSC1
332,DisGeNET,Malocclusion,1/71,0.017626030405779,0.0451364621763675,0,0,71.16071428571429,287.37389642812474,CD247
333,DisGeNET,"Leukemia, Myeloid, Chronic-Phase",1/71,0.017626030405779,0.0451364621763675,0,0,71.16071428571429,287.37389642812474,ABCB1
334,DisGeNET,Cockayne Syndrome,1/72,0.0178724977648702,0.0452354303893809,0,0,70.15492957746478,282.3379658506009,ABCB1
335,DisGeNET,secondary acute myeloid leukemia,1/72,0.0178724977648702,0.0452354303893809,0,0,70.15492957746478,282.3379658506009,ABCB1
336,DisGeNET,Hallucinations,1/72,0.0178724977648702,0.0452354303893809,0,0,70.15492957746478,282.3379658506009,ABCB1
337,DisGeNET,Withdrawal Symptoms,1/73,0.0181189156620487,0.0456820537734278,0,0,69.17708333333333,277.45536435713205,ABCB1
338,DisGeNET,Malignant Fibrous Histiocytoma,1/75,0.0186116030985804,0.0465646621585173,0,0,67.30067567567568,268.1238775998327,ABCB1
339,DisGeNET,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,1/75,0.0186116030985804,0.0465646621585173,0,0,67.30067567567568,268.1238775998327,ABCB1
340,DisGeNET,Petit mal status,1/76,0.0188578726507589,0.0467227437460468,0,0,66.4,263.6627670535498,ABCB1
341,DisGeNET,Early-Stage Breast Carcinoma,1/76,0.0188578726507589,0.0467227437460468,0,0,66.4,263.6627670535498,ABCB1
342,DisGeNET,Parathyroid Adenoma,1/77,0.0191040927721202,0.0467227437460468,0,0,65.52302631578948,259.33048567400635,ABCB1
343,DisGeNET,"Niemann-Pick Disease, Type C",1/77,0.0191040927721202,0.0467227437460468,0,0,65.52302631578948,259.33048567400635,ABCB1
344,DisGeNET,Non-small cell lung cancer stage I,1/77,0.0191040927721202,0.0467227437460468,0,0,65.52302631578948,259.33048567400635,ABCB1
345,DisGeNET,High-Grade Prostatic Intraepithelial Neoplasia,1/77,0.0191040927721202,0.0467227437460468,0,0,65.52302631578948,259.33048567400635,ABCB1
346,DisGeNET,"Pleural Effusion, Malignant",1/78,0.0193502634667732,0.0471482165813542,0,0,64.66883116883118,255.1217234964787,CD247
347,DisGeNET,Chronic granulomatous disease,1/79,0.0195963847396345,0.0475704060779975,0,0,63.83653846153846,251.0314538182023,ABCB1
348,DisGeNET,Connective Tissue Diseases,1/81,0.0200884790625876,0.0482271206906976,0,0,62.234375,243.18759198592144,ABCB1
349,DisGeNET,Peptic Ulcer,1/81,0.0200884790625876,0.0482271206906976,0,0,62.234375,243.18759198592144,ABCB1
350,DisGeNET,Sensory neuropathy,1/81,0.0200884790625876,0.0482271206906976,0,0,62.234375,243.18759198592144,ABCB1
351,DisGeNET,"Lymphoma, Large-Cell, Follicular",1/83,0.0205803757988252,0.0488690378059376,0,0,60.71036585365854,235.76368433833323,ABCB1
352,DisGeNET,Adverse reaction to drug,1/83,0.0205803757988252,0.0488690378059376,0,0,60.71036585365854,235.76368433833323,ABCB1
353,DisGeNET,Drug toxicity,1/83,0.0205803757988252,0.0488690378059376,0,0,60.71036585365854,235.76368433833323,ABCB1
355,DisGeNET,Soft Tissue Neoplasms,1/84,0.0208262500889298,0.0490958169966468,0,0,59.975903614457835,232.19917372092343,ABCB1
356,DisGeNET,Hurthle Cell Tumor,1/85,0.0210720750045875,0.0494966366114952,0,0,59.25892857142857,228.72800210045256,ABCB1
357,DisGeNET,"Malaria, Cerebral",1/86,0.0213178505521487,0.0497162728948325,0,0,58.55882352941177,225.34667975778615,KIR2DL3
358,DisGeNET,Chronic gastritis,1/86,0.0213178505521487,0.0497162728948325,0,0,58.55882352941177,225.34667975778615,ABCB1
359,DisGeNET,DOSAGE-SENSITIVE SEX REVERSAL,1/87,0.0215635767386735,0.0499326794693398,0,0,57.875,222.05188597816456,ABCB1
360,DisGeNET,Lipoma,1/87,0.0215635767386735,0.0499326794693398,0,0,57.875,222.05188597816456,ABCB1
361,DisGeNET,"Brain Tumor, Primary",1/88,0.0218092535740445,0.0499699739784249,0,0,57.206896551724135,218.84045903047985,ABCB1
362,DisGeNET,Retroviridae Infections,1/88,0.0218092535740445,0.0499699739784249,0,0,57.206896551724135,218.84045903047985,ABCB1
363,DisGeNET,Chordoma,1/88,0.0218092535740445,0.0499699739784249,0,0,57.206896551724135,218.84045903047985,ABCB1
