,Unnamed: 0,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Relevance_Score
16,16,GWAS_Catalog_2025,Autoimmune Thyroid Disease,1/73,0.0181189156620487,0.0362378313240974,0,0,69.17708333333333,277.45536435713205,CD247,5
40,47,GO_Biological_Process_2025,T Cell Receptor Signaling Pathway (GO:0050852),1/88,0.0218092535740445,0.034638226264659,0,0,57.206896551724135,218.84045903047985,CD247,3
47,58,GO_Cellular_Component_2025,T Cell Receptor Complex (GO:0042101),1/15,0.0037446970839379,0.0224681825036278,0,0,356.80357142857144,1993.609466758919,CD247,3
27,34,GO_Biological_Process_2025,Alpha-Beta T Cell Activation (GO:0046631),1/19,0.0047413916093995,0.0201911206370613,0,0,277.4583333333333,1484.7973498875915,CD247,3
42,49,GO_Biological_Process_2025,T Cell Activation (GO:0042110),1/114,0.0281795523721254,0.0372807499433357,0,0,43.98672566371681,156.99560270595788,CD247,3
45,52,GO_Biological_Process_2025,Response to Cytokine (GO:0034097),1/123,0.0303769073612365,0.0372807499433357,0,0,40.72336065573771,142.29037805694,MX2,3
28,35,GO_Biological_Process_2025,Response to Interferon-Alpha (GO:0035455),1/19,0.0047413916093995,0.0201911206370613,0,0,277.4583333333333,1484.7973498875915,MX2,1
