Table S5: 4348 candidate genes from the yellow and turquoise modules
A2M
A4GALT
A4GNT
AAAS
AANAT
AARS
AASDHPPT
ABAT
ABCA2
ABCA4
ABCA5
ABCA7
ABCB1
ABCB11
ABCC8
ABCC9
ABCG1
ABHD2
ABI3BP
ABL2
ABLIM1
ABO
ABR
ACAD8
ACADL
ACADM
ACADS
ACAP2
ACAT1
ACE
ACE2
ACLY
ACN9
ACO2
ACOT9
ACP1
ACSL1
ACSL5
ACSS3
ACTA2
ACTL7A
ACTL7B
ACTN1
ACTR1A
ACTR2
ACTR3B
ACTR6
ACVR1
ACVR1B
ACVR2A
ADAM11
ADAMDEC1
ADAMTS6
ADAMTS7
ADAMTSL4
ADAP2
ADAR
ADCK2
ADCY1
ADH1A
ADIPOQ
ADIPOR1
ADIPOR2
ADM2
ADNP
ADORA1
ADORA2B
ADRA2A
ADRA2C
ADRBK1
ADRBK2
ADSS
AEN
AFAP1
AFF1
AFTPH
AGAP2
AGER
AGGF1
AGK
AGPAT3
AGTR2
AHCYL1
AHNAK
AHSP
AIM1
AIM1L
AIM2
AIP
AJAP1
AK1
AK2
AKAP10
AKAP13
AKAP8
AKAP8L
AKR1A1
AKR7A3
AKT2
ALB
ALDH18A1
ALDH3A2
ALDH6A1
ALDH9A1
ALDOB
ALKBH4
ALOX12B
ALOX5
ALX3
ALX4
AMD1
AMFR
AMHR2
ANAPC10
ANAPC13
ANAPC5
ANGEL1
ANGPT1
ANGPTL7
ANK1
ANKH
ANKRA2
ANKRD10
ANKRD2
ANKRD27
ANKRD34C
ANKRD36
ANKRD36B
ANKRD7
ANKZF1
ANXA1
ANXA10
ANXA5
AOAH
AP1G2
AP1S2
AP2S1
AP4S1
APBA2
APBA3
APC
APC2
APEH
APEX2
API5
APIP
APOA4
APOBEC2
APOC3
APOE
APOL1
APOL2
APOL5
APOL6
APP
AQP5
AQP6
AQP9
AQR
ARAF
ARFIP1
ARG2
ARGLU1
ARHGAP1
ARHGAP25
ARHGAP26
ARHGAP5
ARHGDIA
ARHGDIB
ARHGEF10
ARHGEF12
ARHGEF17
ARHGEF4
ARID1A
ARID4A
ARID5B
ARL2BP
ARL4D
ARL6IP5
ARMC7
ARMCX2
ARMCX3
ARMCX5
ARPC2
ARPC5
ARPP19
ARSB
ART4
ARVCF
ASB4
ASB7
ASB9
ASH1L
ASH2L
ASNS
ASXL1
ASXL2
ATAD2
ATAD5
ATF2
ATF7IP
ATG10
ATG2B
ATHL1
ATM
ATN1
ATOH1
ATP10A
ATP10D
ATP11A
ATP11B
ATP13A2
ATP13A3
ATP2B1
ATP2B4
ATP4A
ATP4B
ATP5A1
ATP5F1
ATP5G2
ATP5H
ATP5I
ATP5O
ATP5S
ATP6AP1
ATP6AP2
ATP6V0B
ATP6V1A
ATP6V1G1
ATP7A
ATP8B3
ATP9B
ATPIF1
ATRNL1
ATRX
ATXN2L
AUH
AUP1
AURKAIP1
AUTS2
AVIL
AVPI1
AVPR1A
AXIN1
B2M
B3GALNT1
B3GAT3
B3GNT2
B3GNT3
B4GALT3
BAAT
BAG2
BAG3
BAG4
BAHD1
BAIAP3
BAK1
BARX2
BASP1
BAX
BAZ1A
BBOX1
BBS7
BBS9
BBX
BCAM
BCHE
BCKDHA
BCKDHB
BCL2
BCL2A1
BCL2L13
BCL2L2
BCL6
BCL7B
BCL7C
BCL9
BECN1
BEND5
BEST2
BET1
BEX4
BIRC7
BLCAP
BLOC1S1
BLVRB
BMP1
BMP2
BMP3
BMP6
BMPR1A
BMX
BNC1
BNC2
BNIP1
BNIP3L
BOLA1
BRAP
BRD1
BRD7
BRD8
BRE
BRIP1
BST1
BTBD1
BTBD3
BTC
BTD
BTG1
BTG2
BTG3
BTN3A1
BTN3A3
BTNL2
BTNL8
C1GALT1C1
C1QBP
C2CD2L
C3
C5AR1
C8A
CA11
CAB39
CACNA1F
CACNA1G
CACNG5
CADM1
CADPS
CALB2
CALCRL
CALML4
CAMK1
CAMK1G
CAMK2A
CAMLG
CAPN3
CAPZA2
CARD8
CASD1
CASP3
CASP4
CASP5
CASQ1
CASQ2
CBFA2T2
CBFA2T3
CBLB
CBLC
CBLN1
CBX1
CBX4
CBX7
CCBL1
CCBL2
CCDC101
CCDC109B
CCDC15
CCDC19
CCDC47
CCDC51
CCDC68
CCDC7
CCDC82
CCDC90B
CCDC94
CCHCR1
CCL17
CCL22
CCL24
CCL5
CCNB1
CCNB1IP1
CCNB2
CCND2
CCND3
CCNE2
CCNH
CCNI
CCNJL
CCNL2
CCNT2
CCR3
CCR4
CCR7
CCR9
CCT6A
CCT8
CD14
CD19
CD1A
CD1B
CD1E
CD200
CD247
CD28
CD38
CD44
CD46
CD48
CD55
CD6
CD7
CD79B
CD80
CD81
CD84
CD96
CD97
CDA
CDC123
CDC23
CDC27
CDC34
CDC42EP3
CDCA4
CDH13
CDH15
CDH19
CDH22
CDH3
CDH5
CDH6
CDH9
CDK2
CDK5RAP1
CDK8
CDK9
CDKN1A
CDKN3
CDO1
CDR1
CDS2
CDX1
CDX4
CDY1
CDYL
CEACAM3
CEBPA
CEBPD
CELP
CELSR1
CEND1
CENPB
CENPF
CENPO
CENPQ
CEP63
CEP70
CFDP1
CFHR2
CFTR
CGA
CHAT
CHD4
CHD9
CHEK1
CHEK2
CHFR
CHI3L1
CHMP1A
CHMP1B
CHN2
CHRM3
CHRNA4
CHRNA5
CHRNB1
CHRNB2
CHRNB3
CHRND
CHST3
CHST8
CIB1
CITED2
CIZ1
CKAP2
CKS1B
CLASP2
CLC
CLCA1
CLCC1
CLCN5
CLCNKB
CLDN17
CLDN3
CLDN9
CLEC16A
CLEC4E
CLGN
CLIC1
CLIC3
CLINT1
CLK1
CLK3
CLOCK
CLPS
CLSTN1
CLTCL1
CLU
CNDP2
CNKSR2
CNN1
CNN2
CNN3
CNOT2
CNOT6
CNPY2
CNTLN
CNTN5
COG2
COG4
COG5
COL11A1
COL18A1
COL1A2
COL21A1
COL2A1
COL3A1
COL4A3
COL4A3BP
COL8A2
COL9A3
COMMD10
COMMD4
COMP
COMT
COPA
COPB2
COPE
COPS4
COPS5
COPS7B
COPZ2
COQ10B
COQ9
CORIN
CORO1C
CORO7
COX10
COX15
COX4I1
COX5A
COX6B1
COX7A1
CPA1
CPE
CPN2
CPNE6
CPPED1
CPS1
CR1
CR2
CREB3L1
CREB3L2
CRELD1
CRK
CRLF3
CRNKL1
CRNN
CROT
CRTAM
CRY1
CRYBG3
CRYGB
CRYGC
CRYGD
CRYM
CRYZL1
CS
CSF1R
CSF3
CSK
CSNK1D
CSNK2B
CSRP3
CST3
CST6
CST7
CSTB
CSTF1
CSTF2
CTAGE5
CTCF
CTH
CTNNA1
CTNNBIP1
CTNS
CTRC
CTRL
CTSK
CUBN
CUL4B
CUL5
CUTC
CXCL1
CXCL11
CXCL2
CXCL6
CXCR1
CXXC1
CYB561D2
CYB5A
CYB5R1
CYB5R2
CYB5R3
CYB5R4
CYBA
CYBB
CYC1
CYHR1
CYP11B2
CYP19A1
CYP27B1
CYP2C8
CYP2D6
CYP2F1
CYP2W1
CYP46A1
CYP4F12
CYP4F2
CYP4F3
CYP7B1
CYSLTR2
CYTH1
DAAM1
DAB1
DACH1
DAG1
DAPK2
DARS2
DAXX
DAZAP1
DAZAP2
DAZL
DBH
DBP
DCAF6
DCC
DCK
DCLK1
DCP1A
DCP2
DCTD
DCUN1D2
DCX
DDA1
DDAH2
DDB1
DDB2
DDR2
DDX10
DDX19A
DDX3X
DDX42
DDX52
